spectrometer_90_referenz_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:30:13
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
639.747	21392.431
639.875	21360.569
640.003	21410.157
640.131	21525.216
640.259	21465.961
640.388	21582.235
640.516	21617.510
640.644	21623.333
640.772	21705.176
640.900	21653.490
641.028	21663.255
641.156	21567.784
641.284	21617.569
641.413	21777.510
641.541	21706.765
641.669	21690.412
641.797	21833.784
641.925	21796.294
642.053	21893.961
642.181	21772.549
642.309	21816.235
642.438	21893.863
642.566	21881.980
642.694	22020.667
642.822	21831.451
642.950	21842.902
643.078	22021.804
643.206	21916.373
643.334	21972.490
643.463	21899.373
643.591	21918.275
643.719	22028.294
643.847	22035.745
643.975	22009.196
644.103	21985.196
644.231	22062.647
644.359	21948.529
644.488	22070.863
644.616	22037.490
644.744	22036.667
644.872	22093.804
645.000	22151.039
645.128	22131.667
645.256	22076.078
645.384	22208.039
645.513	22138.353
645.641	22118.686
645.769	22170.941
645.897	22252.510
646.025	22201.353
646.153	22091.667
646.281	22171.314
646.409	22123.137
646.538	22237.627
646.666	22161.569
646.794	22169.725
646.922	22136.137
647.050	22136.000
647.178	22120.784
647.306	22388.882
647.434	22151.647
647.563	22074.373
647.691	22126.549
647.819	22123.824
647.947	22116.608
648.075	22139.000
648.203	22184.627
648.331	22138.588
648.459	22081.706
648.588	22039.118
648.716	22164.314
648.844	22104.529
648.972	22031.843
649.100	22090.020
649.228	22075.863
649.356	22128.412
649.484	22095.216
649.613	22199.608
649.741	22094.784
649.869	22074.216
649.997	22090.176
650.125	22161.412
650.253	22145.333
650.381	22063.235
650.509	21964.255
650.638	22001.333
650.766	22199.922
650.894	22043.941
651.022	22066.176
651.150	22138.902
651.278	22061.549
651.406	22003.451
651.534	22051.941
651.663	22035.196
651.791	22328.549
651.919	22121.294
652.047	22045.333
652.175	22176.667
652.303	22157.176
652.431	22088.431
652.559	22170.725
652.688	22100.922
652.816	22215.412
652.944	22098.745
653.072	22117.922
653.200	22253.529
653.328	22188.216
653.456	22115.255
653.584	22319.804
653.713	22267.784
653.841	22350.314
653.969	22359.216
654.097	22441.059
654.225	22448.078
654.353	22467.804
654.481	22510.882
654.609	22574.353
654.738	22543.078
654.866	22548.078
654.994	22678.353
655.122	22593.451
655.250	22687.941
655.378	22579.804
655.506	22665.471
655.634	22713.431
655.763	22495.196
655.891	22507.294
656.019	22506.176
656.147	22554.902
656.275	22556.451
656.403	22502.157
656.531	22441.078
656.659	22488.412
656.788	22505.608
656.916	22486.824
657.044	22509.863
657.172	22513.176
657.300	22612.961
657.428	22414.725
657.556	22477.863
657.684	22429.784
657.813	22480.353
657.941	22379.510
658.069	22322.922
658.197	22315.098
658.325	22421.176
658.453	22350.569
658.581	22223.098
658.709	22217.353
658.838	22291.608
658.966	22245.765
659.094	22275.843
659.222	22181.902
659.350	22156.706
659.478	22188.216
659.606	22169.333
659.734	22161.275
659.863	22022.941
659.991	22003.882
660.119	22036.725
660.247	22217.490
660.375	22038.451
660.503	22046.941
660.631	22042.098
660.759	21904.843
660.888	21964.020
661.016	21867.314
661.144	21891.137
661.272	21873.882
661.400	21763.608
661.528	21857.667
661.656	21816.314
661.784	21786.118
661.913	21835.941
662.041	21953.000
662.169	21904.333
662.297	22004.569
662.425	21986.961
662.553	22085.294
662.681	21924.000
662.809	21994.294
662.938	21892.510
663.066	21968.922
663.194	21931.922
663.322	21989.627
663.450	21989.255
663.578	22034.804
663.706	22203.686
663.834	22037.922
663.963	22053.059
664.091	22128.627
664.219	22111.137
664.347	22223.922
664.475	22271.020
664.603	22162.569
664.731	22067.039
664.859	22195.118
664.988	22180.902
665.116	22173.275
665.244	22279.549
665.372	22316.333
665.500	22364.725
665.628	22265.922
665.756	22293.333
665.884	22355.373
666.013	22379.569
666.141	22415.843
666.269	22434.784
666.397	22427.235
666.525	22489.588
666.653	22455.765
666.781	22653.137
666.909	22632.451
667.038	22664.510
667.166	22668.373
667.294	22669.333
667.422	22694.510
667.550	22799.961
667.678	22877.765
667.806	22795.490
667.934	22847.392
668.063	22893.510
668.191	23031.275
668.319	23118.118
668.447	23074.824
668.575	23149.667
668.703	23220.941
668.831	23233.059
668.959	23277.941
669.088	23427.824
669.216	23350.961
669.344	23356.000
669.472	23365.765
669.600	23375.882
669.728	23484.843
669.856	23394.314
669.984	23392.216
670.113	23342.451
670.241	23358.725
670.369	23296.510
670.497	23384.627
670.625	23378.608
670.753	23620.078
670.881	23658.451
671.009	23467.000
671.138	23477.706
671.266	23320.549
671.394	23400.137
