spectrometer_90_40nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:50:02
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
637.825	17689.314
637.953	17768.471
638.081	17728.353
638.209	17881.255
638.338	17782.961
638.466	17862.529
638.594	17805.725
638.722	17876.902
638.850	18007.980
638.978	17918.078
639.106	17951.647
639.234	17940.549
639.363	17924.922
639.491	17911.294
639.619	18129.137
639.747	18072.941
639.875	18098.686
640.003	18115.961
640.131	18124.294
640.259	18115.824
640.388	18212.235
640.516	18204.922
640.644	18231.667
640.772	18306.745
640.900	18277.941
641.028	18276.451
641.156	18273.216
641.284	18288.451
641.413	18350.843
641.541	18317.627
641.669	18347.235
641.797	18403.157
641.925	18364.078
642.053	18515.627
642.181	18382.020
642.309	18427.843
642.438	18512.196
642.566	18448.490
642.694	18599.588
642.822	18455.314
642.950	18411.627
643.078	18509.020
643.206	18438.392
643.334	18412.824
643.463	18398.627
643.591	18403.863
643.719	18499.471
643.847	18518.980
643.975	18494.412
644.103	18506.176
644.231	18528.961
644.359	18485.216
644.488	18575.627
644.616	18498.804
644.744	18527.157
644.872	18553.608
645.000	18644.176
645.128	18555.588
645.256	18501.863
645.384	18653.255
645.513	18518.471
645.641	18398.843
645.769	18537.824
645.897	18568.804
646.025	18498.627
646.153	18492.333
646.281	18554.392
646.409	18469.667
646.538	18532.235
646.666	18520.941
646.794	18494.392
646.922	18514.588
647.050	18575.765
647.178	18512.980
647.306	18668.843
647.434	18462.765
647.563	18457.333
647.691	18494.647
647.819	18542.098
647.947	18366.627
648.075	18415.569
648.203	18442.275
648.331	18454.196
648.459	18423.275
648.588	18360.373
648.716	18497.980
648.844	18390.725
648.972	18319.157
649.100	18429.118
649.228	18349.118
649.356	18419.137
649.484	18382.706
649.613	18425.353
649.741	18340.275
649.869	18291.627
649.997	18360.333
650.125	18466.216
650.253	18340.902
650.381	18331.549
650.509	18265.353
650.638	18219.490
650.766	18410.471
650.894	18252.353
651.022	18201.510
651.150	18262.196
651.278	18269.784
651.406	18201.373
651.534	18169.353
651.663	18220.529
651.791	18453.529
651.919	18233.529
652.047	18210.373
652.175	18215.549
652.303	18237.196
652.431	18223.608
652.559	18288.431
652.688	18212.255
652.816	18374.725
652.944	18307.686
653.072	18266.529
653.200	18309.020
653.328	18374.333
653.456	18269.039
653.584	18369.235
653.713	18283.725
653.841	18346.549
653.969	18325.373
654.097	18344.745
654.225	18349.392
654.353	18385.294
654.481	18377.765
654.609	18507.451
654.738	18514.431
654.866	18507.902
654.994	18599.039
655.122	18611.627
655.250	18634.569
655.378	18428.667
655.506	18568.471
655.634	18568.941
655.763	18466.922
655.891	18430.314
656.019	18377.902
656.147	18435.745
656.275	18499.941
656.403	18475.294
656.531	18326.510
656.659	18372.667
656.788	18358.941
656.916	18320.980
657.044	18313.098
657.172	18329.431
657.300	18471.824
657.428	18275.373
657.556	18361.353
657.684	18227.569
657.813	18244.216
657.941	18158.373
658.069	18138.588
658.197	18107.157
658.325	18149.529
658.453	18049.098
658.581	18048.510
658.709	18001.608
658.838	18094.118
658.966	18002.980
659.094	18007.137
659.222	17949.784
659.350	17951.373
659.478	17988.804
659.606	18039.627
659.734	18028.137
659.863	17907.725
659.991	17833.353
660.119	17941.157
660.247	18042.804
660.375	17871.647
660.503	17810.353
660.631	17855.196
660.759	17792.529
660.888	17767.961
661.016	17706.510
661.144	17729.353
661.272	17722.451
661.400	17752.863
661.528	17712.353
661.656	17699.000
661.784	17620.922
661.913	17722.824
662.041	17795.765
662.169	17637.529
662.297	17845.000
662.425	17732.451
662.553	17837.765
662.681	17709.863
662.809	17828.549
662.938	17735.941
663.066	17724.431
663.194	17766.510
663.322	17807.314
663.450	17794.176
663.578	17849.569
663.706	18028.686
663.834	17885.510
663.963	17903.157
664.091	17872.392
664.219	17906.588
664.347	18045.314
664.475	18005.333
664.603	17939.137
664.731	17929.039
664.859	17888.020
664.988	18002.843
665.116	17949.314
665.244	18057.549
665.372	18040.431
665.500	18054.804
665.628	17993.275
665.756	18096.078
665.884	18153.314
666.013	18126.118
666.141	18141.314
666.269	18186.255
666.397	18158.235
666.525	18199.843
666.653	18254.549
666.781	18394.882
666.909	18296.039
667.038	18328.333
667.166	18339.039
667.294	18365.863
667.422	18406.627
667.550	18423.549
667.678	18428.059
667.806	18477.667
667.934	18508.706
668.063	18580.510
668.191	18668.137
668.319	18674.902
668.447	18643.020
668.575	18730.137
668.703	18736.176
668.831	18755.980
668.959	18820.176
669.088	18987.039
669.216	18794.961
669.344	18891.020
669.472	18899.137
669.600	18892.549
669.728	18967.235
669.856	18894.078
669.984	18925.843
670.113	18942.451
670.241	18950.725
670.369	18975.667
670.497	18996.451
670.625	18998.588
670.753	19210.765
670.881	19237.451
671.009	19029.725
671.138	19068.863
671.266	19032.353
671.394	19088.882
671.522	19147.627
671.650	18999.157
671.778	18951.412
671.906	18997.784
672.034	19069.961
672.163	19036.059
672.291	18992.765
672.419	19106.471
672.547	19018.235
672.675	18990.922
672.803	19007.627
672.931	19016.824
673.059	18998.137
673.188	18908.706
673.316	18941.353
673.444	19016.176
673.572	19086.588
673.700	18957.176
673.828	18897.490
673.956	18909.549
674.084	18831.667
674.213	18866.745
674.341	18843.078
674.469	18846.157
